content,score,tone
"Kalo mau bikin aplikasi, permantap dulu. Dibuka malah tertulis 'terjadi kesalahan koneksi' dan 'silahkan coba lagi'. Mana registrasinya di kantor dukcapil via aplikasi 'tidak siap' ini.",1,-1
Tanda tangan digital di di privy aplikasi ini tidak dapat terhubung. Kenapa ya? + Sekarang kalo mau buka aplikasinya ga bisa. Selalu nongol pesan Kesalahan Koneksi,2,-1
"Pertama; Hari ini 26 April 2024, aplikasi tidak bisa digunakan, saya buka playstore bisa tapi buka aplikasi ini tidak bisa login, alasannya koneksi. Kedua; aplikasi tidaknbisa digunakan di bank BUMN dimana mereka masih minta kartu phisik untuk baca data di card reader. Ketiga; ternyata setelah saya share link bagi KTP berbagai instansi pemerintah, kepolisian, Bahkan bank tidak bisa akses, jadi tetap saja saya harus foto manual pakai hp lain lalu print untk selanjutnya di fotocopy. Tolong jawab.",1,-1
"Ktp fisik ga dikasih dikasih nya ktp digital seperti ini,pas dibuka ga bisa eror terus aplikasi nya. Pergi ke bank mau ngambil duit malah dipersulit ga bisa pakai ktp yang alamat lama harus ktp yang alamat baru. Sedangkan ktp digital ibi ga bisa dibuka,lalu apa guna nya NIK yah kok semakin ribet birokrasi di sini",1,-1
"lagi di butuhin banget kerna ktp ilang, ini aplikasi di buka aja gk bisa bacaannya koneksi gagal. sedangkan buat download nya aja hitungan detik, kuota banyak sinyal ada. gimna ini apk nya????",1,-1
"Aplikasi gak guna, memuat terus, kemudian muncul TERJADI KESALAHAN KONEKSI. Petugas kelurahan malah nyalahin internet saya, sorry nternet saya kenceng bro. Tolong dong kalo punya aplikasi ya di maintenance",1,-1
"aplikasi apasi ini? mempermudah dari segi apanya si? kok keliatan nya malah mempersulit ya. untuk login ke aplikasi harus terhubung dgn wifi, jika tidak terhubung wifi tidak bisa masuk ke dalam aplikasi aduh aneh",1,-1
"Kenapa hanya Telkomsel yang bisa paket datanya buka aplikasi ini, tolong jgn masukkan provider atau mengkhususkan provider untuk aplikasi ini, sewaktu pengurusan pegawai mengatakan kalau ini sudah dari pusat, lantas bagaimana dengan user provider lain, Telkomsel terlalu mahal untuk kami gunakan jadi tolong jgn mengkhususkan.",1,-1
"Aplikasi ini sangat memudahkan dalam proses pengurusan administrasi kependudukan, tetapi dokumen yg dimohonkan untuk dicetak belum bisa diunduh, disarankan untuk dibolehkan mengunduh dokumen yg dimohonkan untuk dicetak. Thanks",5,1
"Apk ini agak gak guna data bagus mau masuk kesalahan koneksi terus, andai dah jadi pun identitas bisa hacker orang kalau di buat pinjol pasti yang di salahkan pe milik nya, ikd tidak aman sama sekali mending hapus ajah percuma koneksi rusak",1,-1
"Tolong ini aplikasi di perbaiki agar lebih mudah di akses , di buka selalu lemot keterangan muat ulang mulu , sekali nya masuk gagal koneksi lagi , bener bner parah ini",1,-1
Kalau memang aplikasi dibuat untuk mempersulit.. Mendingan gak usah dibuat. Karna kita pakai aplikasi supaya memudahkan.. Supaya gak dtang kekantor dukcapil lagi.. Gak smua orang punya waktu banyak untuk bsa dtang ke kantor sana setiap hari.,1,-1
"Setelah di update bukannya makin bagus malah makin parah..masa aplikasi pemerintah kualitasnya kaya gini,kalah sama aplikasi swasta..ayoo dong di perbaiki lagi. ""TERJADI KESALAHAN KONEKSI"" 😭😭😭",1,-1
"Masa sekelas Disdukcapil tdk bs membuat aplikasi yang baik dan benar, ( tdk bs terkoneksi (coba lagi) ""mw smpai kapan coba terus"" buat aplikasi kok coba2) ini dibuat menggunakan uang negara bos, manfaatkan untuk kepentingan dan kemajuan bersama seluruh rakyat INDONESIA...",1,-1
"Aplikasi ini belum sempurna sudah digunakan, tidak bisa login walaupun sudah menggunakan pasword yg dikasih. Dan tidak ada fitur untuk menu klik lupa pasword apabila pengguna lupa dengan pasword sebelumnya.",3,-1
"Kalo mesti harus aktivasi nya di dukcapil ngapain bikin aplikasi ini bambang?? Udah aja petugas nya langsung yang input. Jaman sekarang tuh mesti nya bikin aplikasi yang simple gak ribet bisa di pakai di manasaja, mikir nya harus jauh bro.",1,-1
"Min dulu kan saya udah pernah bikin akun rekam ktp di aplikasi ikd cuman saya belum sempat cetak ktp fisik nya, nahh dulu itu saya keburu berangkat merantau ke kota jadi ketunda setahun Pas saya di perantauan app nya nggak sengaja ke hapus jadi harus login ulang Cuman pas saya nanya ke petugas di kantor Katanya kalo kode otp nya ilang nggak bisa akses lagi Saya nge chat mau minta bantuan nya siapa tau kode otp nya bisa di kirim lagi dari situ min, mohon bantuannya",5,1
"Tolong di notice!! Saran saya untuk aplikasi ini agar memudahkan penggunanya - Tolong lebih banyakkan fitur untuk login - Dan mudahkan lah pengguna untuk verifikasi awal - Perbanyak opsi, bukan hanya barcode Terimakasih 🙏🏻🙏🏻",3,-1
"Sangattt buruk ga membantu sama sekali,,,skrng jaman online seharusnya lebih dipermudah,,,yg penting mah dari yg bersangkutan sendiri tidak perlu mengurus secara offline",1,-1
"Aplikasi ga jelas, cuman muter muter doang ga bisa akses sama sekali, udah bisa ngisi data di suruh scan barcode ke dukcapil, HAPUS AJA!!!",1,-1
"app tidak ada guna hanya bikn penuh memori, mau buka aja ga bisa pake data seluler, mau login susah banget ngg pernah berhasil. apa guna app ini klo gini saat di butuhkan malah nambah nyusahin.",1,-1
"aplikasinya bagus,awalnya habis daftar verifikasi bisa dibuka, setelah sebulan sampai sekarang ndak bisa dibuka, jawaban masalah koneksi sampai install uninstall ulang tetap ndak bisa",5,1
"APK nya kenapa dah🤦‍♂️, udah berulang-ulang hapus dowload masih keterangan yg sama TERJADI KESALAHAN KONEKSI. Padahal jaringan lancar. tolong dong Developer benerin",1,-1
"Tolong aplikasinya di perbaiki ,mau cetak KTP tertunda karna harus melalui aplikasi dulu tapi aplikasinya COBA LAGI TERUS anehnya kalau malam bisa tp kalau siang tidak bisa lagi",3,-1
Aplikasinya lemot gimna klo saya bepergian jauh trus saya lupa bawa ktp trus saya kna tilang atau apapun yg menyangkut identitas yg di sangka aplikasi ini bisa memudahkan eh ternyata menyusahkan susah banget buat d buka lemotnya kebangetan tolong dong klo mau bermanfaat bikin aplikasinya dengan tulus dan bagus ..,1,-1
Saya tidak mau ngasih bintang kenapa karena setiap scand barcode gagal terus minta di ulang sudah di ulang beberapa kali gagal lagi. Aplikasi ga guna Jangan jangan ini aplikasi palsu lagi bahaya ini,1,-1
"Untuk apa palikasi ini ada di play store ? di download tapi sama sekali tidak ada fungsinya. Saya Rindu jaman dulu ketika Buat KTP itu sangat Mudah , ini bertele tele",1,-1
"saat aplikasi di buka selalu kesalahan koneksi, padahal sudah pake data seluler pake wife rumah 6 kali ganti warkop tapi tetap sama, keneksinya yang buruk atau aplikasinya mohon bantuan agar aplikasinya di perbaiki",1,-1
Aplikasinya gk bisa di buka... !!!! Loading mulu... Tolong perbaiki dulu nanti ganti 5 star . Soal nya ini kan apk untuk layanan publik ..,1,-1
"Kok akhir akhir ini susah untuk di buka aplikasinya...tolong dong servernya mohon ditingkatkan...saya kasih bintang 3 dulu...kalo memang ada perubahan, nanti ditambah lagi full bintangnya...",3,-1
"Dah hapus ajh,,, perbaiki dulu sistem nya baru bikin digital, gausah sok maju teknologi kalau belom siap, terlalu ribet, bukannya digital lebih efisien ini bikin gedek doang",1,-1
"Mempersulit, mau masuk ga bisa.. masalah jaringan terus,, ini di kota loh, jaringan udah 5G, kuota penuh, di bantu wifi juga masih bermaslaah..",1,-1
Ga bisa di download ke dalam bntuk jpeg atau pdf.. Jadi susah di print sendiri.. Masa mau nge perint harus ke disdukcapil lagi.. Kurang efisien ..,2,-1
Mau login terjadi kesalahan koneksi padahal udah pakai data dan ganti WiFi tetap saja. Login sulit,1,-1
Saya kira dengan adanya aplikasi ini kita bisa langsung cetak data yang kita inginkan. Taunya harus melakukan permohonan dulu. Permohonan yang kita tidak tau berapa lama prosesnya. Indonesia makin lama makin mempersulit rakyaknya aja.,1,-1
"Konsepnya bagus buat online (biar gak ribet), tapi pengaktifan nya gak bagus. Karena bikin ribet mesti pengaktifan ke dukcapil dulu. Buat apa bro??",1,-1
Hadehh.. kesalahan koneksi terus. Padahal sinyal bagus banget. Kek mana lah ini.. mau bikin ktp harus punya ikd dlu. Sedangkan ikdny kayak gini.. hadeh..,1,-1
"Aplikasi asal bikin,,ga mutu bikinan para koruptor ini mah...buat apa instal apk ini kl harus ke capil buat scan barkode....sangat aneh,,kl bisa ke capil kota asal mah ga prlu bingung bung",5,1
"1. setiap menggunakan fitur menu ""harus login chapta"" dan sering gagal 2. setiap anggota keluarga yg msh diwajibkan reaktivasi aplikasi ( jika bisa cukup 1 aktivasi dr KEPALA KELUARGA namun bisa di gunakan setuap anggota keluarga)",1,-1
"Knp ngga bisa d akses yah padahal seblmnya bisa,dan mepermudah kita ko jadi down gini,tolong perbaiki koneksi salah trus padahlan data sama wafi keceng.",1,-1
Online bukan nya mempermudah malah di bikin sulit.. mau buat KK /akta aja susah ny bukan main.. kembali kn saja ke manual gak usah online2 kalo aplikasi nya saja masi bobrok. 😠😠,1,-1
"Gak bisa di buka ""Kesalahan Jaringan"" padahal internet lancar jaya paket internetnya banyak. Tolong jangan buat kesusahan orang banyak, kasihan yang sudah datang capek2 ke dukcapil utk memverifikasi apk ini utk data administrasi pemerintahan tapi malah tdk bisa digunakan. Dengan segala kesibukkan mereka tapi masih mau menyempatkan diri mengurus administrasi pemerintahan, hargailah yang bekerja bukan cuma kalian saja.",1,-1
"Kalo bikin aplikasi yang bagus sekalian napa,,, Masa gabisa di buka dan gabisa masuk,,, Udah pake wifi pake data sama aja gabisa,, taik lah",1,-1
"APLIKASI CACAD GA ADA OBAT, Tolong lah ini lagi di perlukan banget bikin ktp untuk persyaratan . malah harus scan barkode ke kecamatan JAUH2 PULANG DLU DR LUAR KOTA berikut aplikasi nya ga bsa d buka SUMPAH GA JELAS BANGET. APASIH KESEL BANGET JADI WARGA +62.",1,-1
"Ayolah jangan cuma bisa bikin aplikasi ...tp kalo ujung2nya tiap mau dipakai selalu error ""Kesalahan koneksi"".....hmmm jadi serasa gak guna ada dalam ponsel",1,-1
"Fungsinya untuk apa ya?bahkan di menu dokumen aja gak ada apapun🤔 Akhirnya saya kembali pake google drive, akses semua dokumen pribadi saya bisa kapan saja dan dimana saja. Semoga segera disempurnakan aplikasinya,karena menurut saya sudah sangat bagus,hanya saja sejak dulu yang sempat terlintas dipikiran saya,seandainya kartu identitas fisik sudah tidak ada dan seandainya di suatu tempat terjadi sesuatu pada saya,bagaimana cara orang bisa tahu identitas saya?orang kan gak tau PIN aplikasi saya",1,-1
"Saya kira dipermudah beneran, eh nyatanya juga harus ke dukcapil untuk scan barcode nya. Seharusnya kalau memang sudah ada data E_ktp awalnya knapa harus ke dukcapil lagi untuk verifikasi. Buang buang waktu dan biaya saja",1,-1
Aplikasinya kurang akses bagi penyandang disabilitas khususnya tunanetra. Terutama untuk pendaftaran dan ferifikasidata. Untuk kedepanya untuk lebihmudah menggunakan sandi jangan ferifikasiwajah kalo ferifikasi wajah kesulitan bagi tunanetra.,3,-1
Jelek!!!... yg ngerancang desain dan yg buat websitenya sama2 bloon.... Apk feature gak jelas dan terlalu bertele- bertele... masak setiap mau buka salah satu feture yg ada dalam apk tsb hrs masukkin password lagi... pindah mau akses feature yg lain masukkin password lagi... trus masak gak ada tombol keluar atau sign out/ logout dari apk supaya bisa masuk lagi sbg pengguna baru... bloon nih yg bikin ngerancang dan yg buat websitenya,1,-1
"Adanya Aplikasi harusnya mempermudah. Bukan malah mempersulit. Aplikasi kurang mutu. Setelah direkam masih saja harus ke dispenduk capil, untuk minta kode verifikasi dengan scan barcode.. Berapa yang harus dikeluarkan untuk anggarannya ya ?",1,-1
"buat developer,kalau belum siap dengan perubahan janganlah pakai begini²,malah lebih ribet. saran saya buat yang bersangkutan akankah lebih baik jika setelah perekaman data tidak usah ke kecamatan untuk scan apalah itu,ya kalau 1x scan jadi,saya ulang 9x scan ga jadi². ditunggu perubahan secepatnya",3,-1
"Aplikasi nya GA bagus.... Dah berkali - kali coba login ga bisa - bisa seperti jaringan ga memadai,actualisasi nya mah jaringan saya bagus banget,secara sambil Ngojol BOS. Mending di hapus aja nih apk,perbaiki dulu biar semua orang mudah tuk meng'akses apk tersebut. Ngabis-ngabisin kuota aja dah di download ga bisa di pakai. Sementara apk ink ane kasih nilai HOAX ya",1,-1
Kemarin nyoba ngisi bisa. Sekarang mau ke kecamatan buat scan barcode tp apk ngebug kesalahan koneksi terus. Ampun sungkem deh😭😭😭😭,1,-1
"Aplikasi gak guna mau daftar KTP Digital aja sistem nya bermasalah terus koneksi tidak stabil bingung harus gimna,kalo bukan karna ATM BNI saya yang ke blokir mah males ngurus2 nya Ribet dan gak mempermudah pengguna ini apk hanya untuk buat ranting donlod aja sistem APK gak cepet cepet di perbaikin",3,-1
"Sy Tetap Mencoba dahulu walau byk yg pernah pengalaman tidak memuaskan, nnti di t8njsu kembali.Tx Setelah down load, dan pergunakan Aplikasi ini sesuai tutorial arahan nya yg ada, ternyata betul sy pun mrngalami hal yg sama,sampai kesel berulang2 ambil foto wajah dan barcod yg selalu tertulisan kotak merah semacam tabel ""PESAN Invalid Ulangi"" sy kecewa! Dan ma'af, sy hapus krn tdk berguna.",1,-1
Aplikasi ga ada kegunaan nya. Buat buka rekening aja masih ditolak sama bank. Tetap ga bisa menggantikan KTP asli. Pas lagi butuh tetap aja masalah utama kurangnya blangko. Sistem cetak online yang sudah bagus dan cepat malah dihilangkan. Dikembalikan ke sistem lama yg antre dan ladang cuan oknum kecamatan. Emang kemaren2 bisa cetak cepat hanya penghiburan sementara. Usai reda perkara kembali rusak seperti semula,1,-1
Aplikasi online via playstore tapi harus datang ke kecamatan/kantor capil untuk dapat kode aktivasi??? Apa gunanya online??? Masih pakai manual.. hadehh... kapan majunya indonesia kl aplikasi model gini 😅,1,-1
Setiap aplikasi yang dibuat pemerintah selalu g bermutu. G berkualitas. Aplikasinya online masih harus kepetugas daftarnya. Jaman sudah online indo masih terbelakang. Please ayo maju permudah sistem mu jaman sudah online verivikasi videocall bisa.,1,-1
"Banyak yg belum tau , aplikasi ini bukan sembarangan yg bisa di instal , tujuan memasukan data2 nik dll, dan hal yg terakir di bagian belakang harus scan barcode , scan barcode itu tujuan nya mencocokan data di hp sama data di dukcapil, kalo mau scan barcode ya harus ke kelurahan masing2 / di kantor dukcapil. Sekian ,kalo ada yg salah mohon di benarkan terimakasih 🙏🙏",5,1
"Sudah bagus ada aplikasinya, tapi kayaknya belum dikembangkan lagi. Ada beberapa catatan: 1. Susah daftar dan berhenti di verifikasi wajah 2. Bahasa masih kaku dan tidak ada note solusi masalah Semoga para admin lebih serius mengelola aplikasinya",1,-1
"mau daftar aja mesti berkunjung ke dukcapil buat dapat barcode,ga usah di embel2 in online,sampai di dukcapil mesti A,B,C,D inilah itulah,ini mah bukan on line namanya,kenapa ngga verifikasi otp via email kalau buat keamanan,mau simple tapi malah ribet,baru mau daftar aja udah bikin ribet..",1,-1
"Instal, buka, lalu muncul keterangan: Terjadi kesalahan koneksi. Baik pake data seluler maupun wifi sama aja.. Jadi bagaimana?!",1,-1
"Sudah coba aplikasinya, saat verifikasi data minta foto, habis foto gak ada kelanjutan. cuma ada tab ""scan QR code "" dan tab ""Kembali"". ditunggu2 barangkali ada email masuk atau SMS, ternyata gak ada. Mohon aplikasi lebih disempurnakan lagi. trims.",5,1
"Tolong dong ini kok gabisa dibuka,pas awal masuk itu loading terus gamau masuk,kalo mau masuk harus banget pake wifi,kalo pake data gabisa masuk atau login,data jaringan kenceng padahal,kan ribet kalo mau login harus minta hospot ke orang, apalagi kalo gakenal,malah jadi ga berguna aplikasinya kalo gabisa dibuka.",5,1
"Sinyal bagus tapi mau buka aplikasi gk bisa,alasannya ""koneksi terganggu"".padahal lagi butuh buat konfirmasi data.kesel",1,-1
"Bukannya memudahkan kan tapi menyusahkan, bagi pekerja kontrak luar kota atau pulau menyusahkan. Masak, mau daftar aja harus datang ke Disdukcapil. Padahal buat Rekening tabungan aja bisa di rumah cuma kirim foto iKTP dan VIDEO CALL rekening udah jadi. Inimah tambah RIBET!!!!",1,-1
"Aplikasi yg membagongkan belum siap dalam penggunaanya dan bikin ribet, harusnya file yg sudah terinput oleh petugas dukcapil bisa dengan mudah untuk di download saja. Berupa file pdf dan tidak meng input lagi NIk dll.",1,-1
Kapan yah dimenu apk ikd di adakan fitur unduh ktp digital tanpa masuk dulu situs siak online untuk mengunduh ktp digitalnya kak cuman sayangnya menu ditampilan ikd masih bnyk kurang drpd lengkapnya tampilannya masih gitu aja blm ada perubahan kalo bisa versi terbarunya kalo sudah d perbarui lagi tampilannya tolong di buat lebih modern lagi tampilan berandanya ikd ok,5,1
Aplikasi nya sangat membantu dan memudahkan sekali dalam penggunaan nya. Karena data yg tercantum dengan lengkap. Meskipun lupa bawa fisik e-KTP sehingga bisa membuka Aplikasi ini saja sudah cukup terlihat. Makin berinovasi dalam perkembangan zaman yg smua nya sudah era Digitalisasi,5,1
"Perlu Upgrade lebih baik lagi, Uji Coba seharusnya sudah mantab sudah siap semuanya untuk TTE Privyidnya atau TTE Perurinya masih belum bisa Nyambung, pilihan yang lainnya belum ada. Pemerintah atau Pihak Developer harus lebih giat lagi, untuk pendaftaran Aplikasi lain yang harus menggunakan EKTP Fisik untuk Verifikasi Identitas KTP belum bisa pakai KTP Digital. MOHON UNTUK DIBACA LALU DIKERJAKAN KARENA INI MENYANGKUT KENYAMANAN KEAMANAN IDENTITAS DOKUMEN KAMI PARA RAKYAT RAKYAT.",1,-1
"Tolong tambahkan fitur download file, agar gambar file dapat digunakan dengan resolusi yang baik untuk dipergunakan sebagai kelengkapan dokumen seperti melamar pekerjaan; persyaratan tertentu dan lain sebagainya. Sebab file di handphone terlihat pecah dan bila di screenshot akan lebih pecah lagi pixelnya. Semoga diperhatikan. Terima kasih.",3,-1
"Ketika registrasi seharusnya gak perlu, scan barcode dari dukcapil, cukup scan KTP nya dan foto orang nya, masa iya gw harus pulang kampung cuma buat minta barcode ke dukcapil belum lagi merek minta embel-embel, materai lah, sibuklah, antrian panjang lah, nunggu lah ujung2 minta sedekah uang fulus biasanya. Cobalah ini kita mau bikin KTP digital tidak bisa jadinya",1,-1
"Awal tau ada aplikasi ini yg berisi data diri pribadi menurut saya sangat bagus dan lebih fleksibel ya , karna kita ga harus bawa kartu fisik identitas kemana2 Tapi setelah aktifasi aplikasi ini belum ada 1 hari mau buka aplikasi lagi ga bisa terus dengan alasan koneksi . Jadi sebenarnya aplikasi ini fungsinya untuk apa ??",1,-1
"Kk nya gak bisa di download, mau di print prosedurnya ribet amat, harus ajuin dulu trus nunggu tanggapan, dan udh 3 hari gak ada tangapan apapun dari aplikasi. Padahal kk nya untuk hal yg penting",1,-1
Parah..saya mau ajukan surat pindah katanya harus urus ikd .saat urus ikd di kecamatan yang tidak sesuai ktp asli tidak bisa..ini gimana masyarakat disuruh ribet sendiri..padahal noatnya agak seduai tempat tinggal dan ktp... Memang budaya birokrasi di indonesia..kalau bisa ribet kenapa harus gampang..,1,-1
"Payah ah . Diwajibkan menggunakan IKD tapi saat dibutuhkan malah ga bisa dibuka . Koneksi bermasalah lah , giliran udh bisa eh pas buka dokumen mlh loading aja tampilan nya . Bukan nya mempermudah malah tmbh bikin sulit",3,-1
"Aplikasi yang sangat membingungkan, dikala mendesak buat buka malahan tidak bisa di buka. Padahal jarangan saya termasuk bagus.",1,-1
"Aplikasi teraneh yang pernah ada, masuknya tidak terhubung ke akun google. Isi data harus scan ke petugas, ini sangat aneh. Formulir digital tapi harus scan ke petugas berarti sama saja manual. Bedanya dimana?",1,-1
"Niat bikin aplikasi ga sih? Ini login aja lama banget, giliran udah masuk gabisa daftar alasannya koneksi. Tujuannya udah bagus, ui sederhana, tinggal upgrade aja",2,-1
"Kalau masih Beta (""Coba-coba"") jangan langsung dipublish, mending di hold dulu. Jaringan Normal, Lancar tp gak bisa masuk, ""terjadj masalah koneksi"" koneksi ke server Dukcapil Payahh...",1,-1
"Jadi regisnya itu dihadapan petugas dukcapil setempat ya pak, berabti hanya memangkas waktu cetak saja. saya fikir bisa langsung dari tempat kita berdiri, dimana saja, kapan saja, validitas menggunakan NIK atau sumsum tulang belakang misalnya. jadi kecepatannya bukan hanya di dukcapilnya saja, melainkan di yang berurusan. ternyata masih jauh ya. semoga bisa lebih mutakhir lagi terobosannya pak. semangat...",3,-1
Aplikasi tidk bisa si buka. Terjadi kesalahan konek si saat di buka. Padahal koneksi internet suda stabil tapi tidak mau masuk!!!!,1,-1
"Siang saya mau pengaduan, kok gak bisa d buka ya aplikasinya sekarang...tulisannya koneksi gagal padahal jaringan bagus, udah hampir seminggu kayak gitu...mohon perbaikannya",3,-1
"Ga pernah bisa dibuka lagi ni aplikasi. Mau di uninstal tapi tar pas download lg malah diminta scan lagi ke capil, malah ribet. Mau ngurus ktp kmrn wajib instal ni aplikasi, skg malah ga bisa dibuka. Kan tolol!!!!",1,-1
Bagus sih cuma ribet klo urgent mau cetak KK mesti nyari mesin ADM.. ajuin lewat aplikasi di kolom pelayanannya di KLik ada notif BEKASI tidak mencakupi layanan.. udah gitu ga semua kelurahan/kecamatan bisa bantu kasih solusi kecuali ke dukcapilnya langsung.. gunanya aplikasi ini apaan klo di persulit dateng juga cetak..,2,-1
"Ngak bisa login padahal jaringan bagus,setiap buka apknya jaringan langsung jelek padahal kalau buka apk lain lancar-lancar saja, tolong donf di perbaikin lagi kan penting sekali mau buka",1,-1
"Aplikasinya nggak bisa dibuka sama sekali, padahal koneksi sudah bagus tapi selalu aja muncul notif ""terjadi kesalahan koneksi"".",1,-1
"Keluhan ini dibaca ya. Jangan diam aja, segera perbaiki. Menurut saya merepotkan. Bukannya memudahkan malah merepotkan, untuk daftar saja harus dapat kode dari pihak terkait. Katanya memudahkan,,, Saran saya tak usa pakai kode barkot lagi yang harus datang ke kantor. Cukup kirimkan saja kodenya melalui email atau WhatsApp nomor ynag terdaftar. Itu lebih memudahkan. Karena kami daftar memakai email dan no telpon juga.",1,-1
"Sangat2 tdk membantu...masak biar bisa masuk harus ke kantor dukcapil utk memperoleh QR, lah..ngapain kesana kalo hanya utk QR,sama aja berurusan ke kantor dukcapil...menurutku kebijakan ini tanpa dipikirkan matang2..makanya begitu kucoba app ini dan dianjurkan ke cakpil (padahal NIK,email,nmr hp udh masuk) spontan aku teriak...brengsek,ngerepotin...langsung UNINSTAL",1,-1
Aplikasi ini cukup bagus hanya saja tolong sebelum diluncurkan ke publik untuk terlebih dahulu di matangkan agar benar2 bisa diakses oleh masyarakat dengan mudah...aplikasi nya saya rasa masih mentah sehingga masih sulit untuk diakses...menu nya pun masih dibatasi....tolong untuk lebih diperbaiki karena ini aplikasi tujuan nya untuk mempermudah masyarakat bukan malah untuk mempersulit...terima kasih salam sehat selalu,1,-1
"Ini si bukan Online percuma buang"" uang anggaran buat bikin aplikasi ini,kalau online itu tidak perlu lagi namanya ke dukcapil/kecamatan untuk scan barcode segala,emangnya setiap kita mau login/ketika hp kita hilang kita harus balik lagi ke dukcapil/kecamatan.bayangkan aja setiap login harus scan barcode ini mah gilaaa... Sebagai contoh ketika mau menggunakan KTP mas begitu login harus ke kecamatan dan dukcapil buat scan barcode apa kaga bisa Stres itu orangnya,,",1,-1
"Ini gimana ngehang, koneksi tidak bisa karena jaringan padahal quota internet cukup ( bisa buka aplikasi lainnya ) Urus surat perpanjang STNK jadi terkendala karena aplikasi tidak bisa d buka,",1,-1
"Saran , jika bisa dgn adanya aplikasi ini .. Penddk indo yg sdh terdaftar di Ektp seblmnya .. Jg data penddk misal A jg datanya bisa di akses atau data tersimpan di aplikasi IKD ini .. Jd saat berpergian tahu2 ada yg ktp hilang di jln atau ketinggalan tp memerlukan ktp , si A bisa langsung nunjukkan ktp nya melalui aplikasi IKD ini spt Apl. Satu sehat jd tdk perlu lg bawa2 kartu ktp ... M.Ksh ..",3,-1
"Aplikasinya payah, kalau blm siap jgn dilaunching dulu. Tiap kali mau verifikasi wajah tidak pernah konek. Pokoke aplikasinya jelek. Itu para ITnya suruh pada sekolah lg. Menyebalkan...",1,-1
"Hp saya kamera depannya rusak, sementara saya di cecer pake ini dan disuruh buat scan karena mau pemilu. Mau scan barcode disuruh foto pake kamera depan buat mastiin identitas, tapi kamera depan saya pecah. Kenapa ga ada fitur foto pake kamera belakang? Repot sekalii😮‍💨😮‍💨😮‍💨😮‍💨 Tolong di update lagi deh, katanya mau 'maju' wkwkwk.",3,-1
"Kami memohon kepada Dispenduk SE indonesia, sekiranya untuk mempermudah revisi kesalahan pada akta,saya umur 41 tahun baru tahu akta ada kelebihan nama dan akhirnya KTP pun berubah otomatis,saya ajukan REVISI semua data pendukung mulai EKTP,KK,IJAZAH SD SMP SMA,BUKU NIKAH BERMATERAI NASEGELSudah saya sodorkan sbg persyaratan REVISI namun masih di minta untuk merubah nama BAPAK,sedangkan BAPAK SUDAH ALMARHUM.Apakah kebijakan pemerintah memang untuk mempersulit rakyatnya.. Mohon kebijakannya.",3,-1
"Dari namanya sih sudah bagus Identitas Kependudukan DIGITAL dan cara membuat KTPnya bisa secara ONLINE tp kenapa disaat Scan QrCode harus datang ke kantor Dukcapil segala,kalau begitu kan masih ribet,kenapa tidak bisa di selesaikan secara online sepenuhnya jangan nanggung dong buat ktpnya",1,-1
Aplikasi jelek.jaringan internet sangat bagus tapi tidak mau terbuka.berulangkali di coba tetap tdk terbuka padahal aplikasi lain lancar...tolong diperbaiki lagi.padahal ini adalah aplikasi yg penting.,1,-1
"Penggantian kartu fisik menjadi IKD malah merepotkan. Ketika ada kepentingan urgent,butuh untuk menunjukkan KTP aplikasi tidak bisa dibuka. Bagaimana solusinya? Hampir 3 bulan tidak bisa diakses aplikasi ini.",1,-1
Aplikasi kurang Joss tidak bisa dibuka dengan alasan koneksi jaringan tidak stabil padahal koneksi jaringan sangat bagus. Aplikasi minus Percuma didownload tidak bisa dibuka,1,-1
"Pertama pemakaian lancar, keesokkan harinya dipake lagi malah ""terjadi kesalahan koneksi"" ""coba lagi"" Wadehel bro, koneksi gw lancar aja please lah sempurnain dulu aplikasinya baru di kasih ke pengguna Paling ya,gak di gubris komplain gw,bjir lah",2,-1
"pertanyaanya, sebenernya ada ga yang berhasil daftar di aplikasi ini? habis masukin data selalu terjadi kesalahan terus dibalikin lagi ke halaman awal. terus ini ulasan dibaca dan dievaluasi ga sama developer?",1,-1
"Loading terus2an gak kelar2 padahal sinyal internet normal, terus apa gunanya kalo gak bisa dipake. Uptade terakhir 23 Mei 2023, update doooong, kok kayak gak keurus.",1,-1
"membantu dari mananya? mempersulit iya. solusi untuk org tua yg gaptek dan gak punya hape android gimana? masa iya malah disuruh pinjem ke sodaranya. sedangkan pihak kelurahan bilang 1 aplikasi ga bisa 2 akun. dikira nextnya sodaranya itu gak butuh apl ini. SOLUSI DONG SOLUSI!!!! kesian warga di persulit mulu, kenapa dzolim banget sih",1,-1
sangat sangat tidak membantu. saat di butuh malah eror. tidak bisa login. kalau ganti hp atau tidak ada paket internet tidak bisa login. di kira banyak duit. ktp apaan. mendingan gak usah de jadi penduduk. kalau di peribet kan segala sesuatu. dulu sudah bagus bagus ktp fisik. malah di ganti dengan digital. gimana kalau tidak punya android. apakah bisa. atau tidak lagi tidak kebeli android... apaan aplikasi kayak gini. nyari duit ya. jngan tindas masyarakat dong,1,-1
Susah validasi data duh padahal muka original bukan hasil ngeprint. Dan harus validasi ke dukcapil ah repot layanannya tidak mempermudah. Aplications it just easy,2,-1
"Jaringan bagus ,device juga suport tapi tidak bisa di buka malah ""terjadi kesalahan koneksi"". Terus fungsi IKD ini buat apa kalo tidak bisa di buka??",1,-1
