content,score,tone
dunia digital akses mudah baik kualitas foto hd,4,1
login salah koneksi pdhl kuota luber msh bnyk yg hrs baik,2,-1
apk negara temu yg manfaat mudah warga temu apk negara yg padan bagus apk milik anak indonesia,1,-1
heran kembang apk pemkab wonosobo praktis hal jkn udah aplikasi ngapain kantor apknya gak niat pake apk gak mondar mandir camat ribet,1,-1
hasil daftar mudah n depan kantor dukcapil scan qr code nya moga aplikasi kembang,5,1
luncur aplikasi integrasi efisiensi nyata nya aja sulit,1,-1
masak androidku android koq muter ga nampilin menu masuk login baik,1,-1
kecewa dgn aplikasi mudah sulit buat ektp nya gak login dokumen nya,1,-1
buka bom ya urus atm cimb kode qr gk scan pakai alat sus menscan kode qr nya bagi data ktp digital nya alat nya,1,-1
sy udh download aplikasi spt isi data selfie scan kode qr nya msh bingung kode qr yg yg scan hrs dtg dukcapil cabang klo dtg nggk krn krj plng cpt plng jam senin sabtu klo kode qr nya krm via email sy udh isi data ulang kali selfie ulang kali dg harap kodr qr yg masuk email sy skrg nggk email yg masuk dr dikcapil kemendagri gmn,2,-1
kali kali coba download install sukses pakai data pakai wifi,1,-1
verifikasi wajah qr code gak akses kalo blm aplikasi publikasi benerin systemnya,1,-1
aplikasi bagus ambil foto wajah gagal puluh kali ulang gagal,1,-1
sesal daftar ikd lancar buka moga baik aplikasi developer,1,-1
aplikasi gagal ktp digital yg bantu karna lot susah buka milik aplikasi klo niat tolong baik aplikasi ny,1,-1
aneh masuk sandi pin atm biar salah aneh,1,-1
maaf y min aplikasi perintah g yg bener aja cacat ribet sulit g tuju aplikasi memeprmudah login scan scan isi nik foto ribet ribet birokrasi indonesia ribet,1,-1
masuk halaman verifikasi data bilang email valid pakai gmail hape email valid pakai ya,1,-1
download ktp nya ga download kk nya ga scan barcode ga fungsi screen shoot ga izin kasih hubung e ktp pakai aplikasi info e ktp tau download,1,-1
aplikasi buka hp tulisanya salah koneksi sinyal hp bagus bagus aja ngak ya bos,1,-1
aplikasi perintah ya susah buka tolong pikir server bandwith yg pada akses orang indonesia masyarakat ikut bijak apa perintah mohon tolong pikir infrastruktur nya bijak aja,1,-1
apk simelekete udah registrasi udah tahap proses platform digital lelet keong racun cetak blanko stok ga alih ktp digital ga nongol banyak korupsi luh,1,-1
aplikasi perintah tapi gk lupa nomer pin gk solusi biar masuk mending gk bikin aplikasi kaya,2,-1
gimana ya kalo beli hp bekas trs bikin ikd gak pilih daftar pilih masuk hp akun aplikasi nyusahin ah tolong udh ngabisin anggar gak,1,-1
malu pikir dipake dijawa barat nginap hotel disukabumi e ktp terima uji coba jakarta e ktp digital ktp fisik,2,-1
ribet bikin aplikasi yg simpel jgan bikin ribet aplikasi buka ganti akun biar gk ribet ganti hp daftar ulang nyari orang yg sosialisasi capek deh,1,-1
udah beli paket kuota gb tetep gk login makasih aplikasi senang,1,-1
pandu isi biodata foto selvi scan barcode scan barcode barcode kartu keluarga,2,-1
aplikasi lemah khas konoha suruh scan barcode scannya kantor dukcapil kirain set by online bikin malas ngurusnya,1,-1
bikin apk digital kalai daftar dukcapil barcode nya aneh sih,1,-1
aplikasi ribet ngapain dukcapil scan barcode ngapain gak aja ngurus offline klo ujung nya dukcapil aneh,1,-1
ya allah verifikasi wajah susah ampun perhati cahaya luar ruang yg matahari sinar terang benderang,2,-1
tolong baik sistem udah ktp digital susah akses mohon jdi solusi masyarakat dlam meng akses layan sulit,1,-1
ganggu smpe skrg gk bs ambil ktp sdh bln ksna ganggu aneh bgt sih disdukcapil balikpapan asli,1,-1
iya keluh keluh scan barcode ribet disdukcapil ujung nya kirain gampang sulit nggak iya dateng langsung kantor disdukcapil,2,-1
mendownload dukcapil kode qr anti ribet aplikasi yg urus online urus offline,1,-1
aplikasi ga mudah sulit scan kode qr dukcapil,1,-1
kesini kaga apl sinyal bagus tp ga buka guna,1,-1
ya salah koneksi ga buka mudah susah,1,-1
salah koneksi udah kuota tolong baik mohon mudah orang busa mohon cipta apk baik,1,-1
yg nama digital ya rumah ngapain dukcapil ribet banget sih payah,1,-1
iya habis daftar scan qr tugas ducapil aneh online scan qr tugas ducapil offline aplikasi klo msh hrus dateng ducapil cma buar scan,1,-1
halo aplikasi nya buka data seluler masuk wifi tolong jawab terimakasih,1,-1
ya pas buka dokumen muncul loading trus jdi ga liat data nya,1,-1
fungsi disdukcapil daerah buka layan online cetak kartu keluarga aplikasi kk pake hvs ktp oke nampilkan material ktp hvs,3,-1
tolong aplikasi baik kemaren masuk masuk gabisa muat mulu pas daftar ga lot,2,-1
mudah daftar yg gagal kendala salah yg utama faktor sinyal coba urus kakak kabupaten tangerang susah tugas smart yg tugas marah ngomole karuan,1,-1
aja download gabisa dipake terang salah koneksi koneksi internet ku lancar lancar aja,1,-1
daftar scan barcode camat email verifikasi password tunggu email,2,-1
aplikasi walupun beda kabupaten scan barcode laku disdukcapil dekat thanks operator bantu verifikasi account,5,1
sungguuh luar nurull habis fikri kolom suruh isi data dri nik email no tlp pindai wajahh pilih pindai kode qr yg pindai barcode dmn,1,-1
apk gajelas digitalisasi tpi sarana pada aplikasi sibuk uji coba data bocor bilang nya salah aplikasi device jalan aplikasi parah device lawas device s fe coba wk bilang dana produksi aplikasi masuk kantong oknum negeri sakitu we ti pusat mah meledaaak,1,-1
buka aplikasi ny tolong instansi kait benah apl ny ktp bnyk fungsi salah nya syarat bpjs dll ny mudah masyarakat,1,-1
orang it aplikasi paksa performa app buruk salah koneksi salah,1,-1
tolong baru fiturnya ktp cetak mandiri masyarakat sulit cetak e ktp fisik,1,-1
serba ribet kalo ktp digital kasihan yg gk hp yg yg pada aju urus ribet,1,-1
buka apk ny kuota sinyal normal kendala koneksi,1,-1
tolong baik aplikasi jaring sinyal full masuk,1,-1
aplikasi perintah gk yg bener server gk stabil akan aplikasi publik dar coba pake anggar negara project nya hasil kayak taikk gak,1,-1
yg blum tampil tolong aplikasi baik sistem operasi ny,3,-1
verifikasi wajah gak barcode klik ulang barcode barcode,1,-1
sistem sempurna bolak lurah barcode jaring sistem stabil,1,-1
nya ikd urus dokumen dokumen mudah kalo bintang kasih bintang kasih bintang,5,1
identitas duduk digital tetep disdukcapil apaa digital ttep kesana aneh aneh,1,-1
masuk isi data aja gak instansi perintah emang suka kalo bikin aplikasi,1,-1
knp gak dibukak udh upgrade tetep gak bukak susah orang aja,1,-1
iring kembang zaman serba digital shg serta wkt butuh ttp tdk orang milik android contoh spt org tua byk org gaptek,5,1
kembang apk nya buruk dokumen harap urus kembang update mudah masyarakat,1,-1
aplikasi kelas perintah aja buruk akses masuk install loading syulit akses,1,-1
buka buka alas email salah email nik no kk no tlp,2,-1
aplikasi visa buka perlu capil cetak alas bilang pke aplikasi eh aplikasix mauu buka,1,-1
sulittt udh bikin udah nunggu bilng ganggu gilir kasih duit cepat proses,1,-1
mudah ngapain input data scan qr,1,-1
tulis minimum os os android pantesan aj coba salah koneksi bener donk bikin aplikasi,1,-1
salah koneksi dah ga update neh tahun yg anggar,2,-1
ga buka buka udah login kali kali ngambil ktp gimana ga buka aplikasi sinyal full,1,-1
scan barcode trus masukin kode aktivasi dukcapil masuk aplikasi blokir mohon bantu aktivasi aplikasi,5,1
ya buka udah pake kuota udah coba pake wifi pake hotspot temen tetep aja ga knpa ya,1,-1
susah banget buka apknya pakai data pakai wifi tolong baik,3,-1
gw kasih bintang karna nih aplikasi mudah bikin kacau yg ngurus data surat dokumen banyak orang tua ga paham kerja gadget tolong tugas jawab bolak mulu,1,-1
buka daftar verifikasi foto kamera gambar tampil kamera izin akses kamera izin tolong baik,1,-1
mudah dokumen yg milik muncul aplikasi bawa dompet kartu mana,5,1
tolong niat apknya budget yg anggar potong biar developer ngerjainnya maksimal,1,-1
gimana scan barcode nya orang ga barcode yg masuk via email gimana scand repot banget barcode dukcapil bgt kabupaten pergi kota,2,-1
aplikasi baca muat tidk buka daftar baik kk daftar aplikasi digital buka aplikasi nya baca muat karna aplikasi digital butuh yg aplikasi digital buka daftar aplikasi kantor upetede mintak tolong kasih tau nya baik aplikasi digital aplikasi hp buka daftar,4,1
ribet wira wiri dukcapil tuk scan barcode kalo mudah ribet,1,-1
aplikasi gmn sih daftar ko ga email ga valid email akti dr th ga puyeng,3,-1
bug nih sinyal kenceng koneksi bilang hayoo baik ktp digital wajib,1,-1
ya gk buka aplikasi notifnya salah koneksi internet lancar,2,-1
aneh daftar isi sdh tp ujung nya dukcapil suruh scane barcode tp barcodenya nggk macettttt,1,-1
aplikasi sbenarnya guna baik benah maksimal moga bagus mudah layan masyarakat,4,1
download masuk sulit alas koneksi koneksi,2,-1
aplikasi oke ambil foto kenal wajah sulit kali ambil foto makan,5,1
gak buka ya ikd nya tulis ganguan jaring uda pake wifi,1,-1
ribet daftar nya dukcapil ga online tuh tuju biar mudah verifikasi nya dukcapil aja bohong mending ngurus offline ga kreatif,1,-1
ngga nyakin aman apk sempurna udah suruh pakai aja kapok ya sih data orang ko coba,1,-1
ulas gak buka jaring jaring bagus upgrade,1,-1
susah baik verivikasi wajah gagal x gagal mulu nya nyerah dah capek ngetik foto gagal mulu ngaco aja nyusahin penting pribadi aja wow tolong scan kode ducapil kemarin capek gagal mulu pas verivikasi wajah dah gin tanggu aplikasi ngaco moga depan sulit warga,1,-1
bingung guna nya aja sih data pribadi doang barcode monoton sih apk nya,1,-1
aman data kena hacker moga aplikasi kena hack nyaman pakai kartu,1,-1
aplikasi buka operator telkomsel wifi operator ga buka aplikasi,2,-1
aplikasi gak efisiensi gak mudah nambah ribet aplikasi sdh kuasa calo ujung nya kuasa calo parah,1,-1
ya buka apikasi koneksi gagal sinyal bagus tolong min ganti ukur os nya,1,-1
aplikasi gak udah bayar pajak mahal fasilitas warga negara gak layak,1,-1
ga nyesal download scan masuk aplikasi aja mana mudah modern ga nyoba sulit nambah sulit,1,-1
udah digital susah kode qr capil kalo udah serba digital gak kantor capil rumah,2,-1
dokumen integrasi maksud coba trus klo ganti hp hrus lg camat dekat unk konfirmasi ulang ribett,2,-1
verifikasi barcode dateng kantor dukcapil kantor dukcapil barcode daftar akun mudah layan masyarakat realistis bikin susah,1,-1
buka coba coba jaring bagus saran sy mohon oftimalkan apk nya sy kasi bintang dioftimalkan apk nya sy kasi bintang,1,-1
tolong kasih opsi cetak butuh administrasi butuh fotocopy ktp susah gapunya ktp fisik,1,-1
ribet suruh scan barcode tau suruh barcode duscapil kynya pdhal kk udh diupdate sytem ad barcode atur pake deteksi scan muka aj dah,1,-1
barcode dukcapil ah digitalisasi otomatis klo data yg kirim valid,3,-1
mohon baik aplikasi hp android versi akses sulit,1,-1
aplikasi bagus ikut zaman serba digital moga aplikasi mudah kembang layan masyarakat,5,1
kasih bintang niat baik yg mudah tinggal brp x klik lgsg jd dtg dukcapil aja bohong maliiih,2,-1
daftar aja ga verifikasi wajah ga proses barcode nya darimana ga,1,-1
gak bs daftar buka aplikasi nya salah kpn bs daftar nya,2,-1
aplikasi sampah kaga gimana cetak dokumen kalo muncul nya barcode doang perintah nya bikin gampang bikin susah,1,-1
aplikasi berat buka klo udah lancar buka menu apilkasinya bintang,3,-1
menginstal aplikasi ikd pa sebener nya semu koneksi ruang simpan,1,-1
tolong min bagus aplikasi udah cape pulang pergi dispenduk klw lengkap urus surat kepndudukan dri surat pindah daerah surat desa camat surat akte surat akte nikah akte mati akte lahir kartu keluarga ktp tolong lengkap aplikasi tdk bolak dispenduk urus sepele,3,-1
maaf admin isi data verifikasi wajah minta scan barcode barcodenya ya kantor disdukcapil,2,-1
butuh susah login tulis koneksi internet udah pake wifi data,1,-1
saran u scan barcode sedia aplikasi tdk kantor capil tks,5,1
digital kantor disdukcapil qr code aja bohong coba qr code nya camat desa,3,-1
guna aplikasi ya yg rantau pasti butuh aplikasi pndaftaran dokumen proses cepat selesai online,1,-1
sumpah ribet bgt kantor kode qr skrg thn dah canggih jaman digital cape sono ongkos parkir dah g sulit mudah pas selesai foto langsung verifikasi trus masuk email kode hade g modern bgt jadul,1,-1
maaf admin aplikasi nya sulit buka sinyal hp lancar atas,3,-1
pakai wifi masuk wifi nya lancar coba pakai paket data eror,1,-1
bagus aplikasi scan barcode duscapil aplikasi online aja orang it beres habis anggar negara aplikasi,1,-1
tolong baik kadang aplikasi salah jaring ponsel bagus muat makasih,4,1
parah coba emang beli kupon undi jaring bagus tetep coba parahhhhhh proyek perintah kaya gin duit anggar nya gede kaga sih aplikasi nya spesifikasi android pakai aplikasi,1,-1
jelek banget salah koneksi trs udh dateng camat bela bain jam pas sampe suru download apk salah koneksi mulu pls diperbaikin tuh bgt ktp ga klo gin,1,-1
slalu error buka pakai data pakai wifi rumah jg buka aplikasi tlg baruh lg,1,-1
daftar ktp digital buka ikd tulisanya daftar gak masuk maksud inti gk bs login balas developer,1,-1
ngga alami salah pasu alamat email yg valid komputer kalo udah kaya gitu mohon yg jawab tolong balas,1,-1
jelek salah buka ktp digital guna usaha buka rekening ktp digital gk pake,1,-1
aplikasi ga scan barcode kudu orang dukcapil digital kalo gitu,1,-1
udh isi data poto sdh lgsg eh scan barcode disdukcapil sih instan tmbh ribet tau klw tmpt layan publik,3,-1
tahap laku email aktivasi kunjung masuk gak cetak dokumen guna aplikasi,1,-1
efektif aplikasi masuk data resmi no hp email aktif repot barcode dukcapil,1,-1
aplikasi taik gak buka pakai samsung s ultra jaring eror pakai jaring g,1,-1
aplikasi bikin muncul iklan mohon iklan hilang,1,-1
aplikasi sampah ga pake salah jaring pake data wifi ga masuk kelsalahan jaring,1,-1
daftar gak email masuk indonesia bikin ktp aplikasi susah daftar,1,-1
aplikasi jadul ajuin akte milik nik sana pilih bio data nik eh udh isi lengkap terang milih bio data nik ga login apk heran apk sulit,1,-1
aplikasi guna ya buka dokumen muter doang sinyal bagus kuota koneksi bagus gak ni aplikasi,1,-1
aplikasi akses kali masuk eror tolong baik,1,-1
daftar gabisa masuk udah coba pake data sm wifi tetep aja gabisa knapa ya,2,-1
aplikasi bodoh udh isi data musti scan barcode tugas donlot app kamar sya scan barcode yg kk loading nya smpai kiamat mka nya coba app kirain scan barcode kk tau nya tidam,1,-1
aplikasi bobrok buang buang anggar daftar dukcapil aja bohong online bikin ribet hahaha anggar hambur hambur hasil aplikasi nya mudah sulit hahaaha lucu banget dah,1,-1
apk nya bantu susah banget login jaring bagus tetep aja susah,3,-1
pake wifi pakai data login moga baik,1,-1
identitas ktp aja data kk dokumen integrasi tolong cepat diupdate sistem dokumen lengkap bintang,4,1
tunggu tunggu terbit e ktp harap depan lebh canggih terbit aplikasi digital bawa ktp fisik moga depan canggih aman,5,1
ribet eror aplikasi loading mudah sulit,1,-1
aplikasi masalah daftar email tulisanya email valid lot banget aplikasi kuota tolong negri konoha kalo aplikasi lawak,1,-1
sayang aplikasi yg kelola lembaga negara kog masalah koneksi signal full larut hari lo,1,-1
akses muncul salah koneksi mohon tingkat biar mudah akses,5,1
aplikasi sdah bgus tdk buka klik aplikasi tdk login salah koneksi,5,1
bagus mudah masyarakat utk dokumen vaksinya tampil aplikasi mohon baik,4,1
gilir pakai gagal tes koneksi aplikasi nya lancar,3,-1
tampil dokumen gagal perintah keluar app yg sungguh sungguh perhati masalah app,2,-1
apk download kota aju apa suruh capil kepala keluarga guna,1,-1
loading doang bu habis coba sinyal hp ya mohon info,1,-1
situs adminduknya gak akte lahir gak download ktp istri pilih download ktp aja akte lahir nampak mana nyangkut nya,1,-1
aplikasi bagus teman teman yg login usaha pakai data telkomsel,5,1
aplikasi kyak sampah formalitas ngabisin anggar habis bikin nih aplikasi ga urusin lawak bener negeri dagel suruh scan barcode barcode pala bapa kau,1,-1
kena clickbait kena tipuuu aplikasi lom udah dilaunching suruh scan barcode pindai,1,-1
hp android penuh syarat tpi download sllu salah alhasil ktp blm proses mhon solusi,1,-1
tolong kembali apk gratis kabehkuu suka lot mending kalo banding apk udah nunggunya ga,1,-1
aplikasi buka baik peng optimal penggunaanya,1,-1
login aja susah banget pake email pake password aja sih hidup mudah bikin repot,1,-1
salah koneksi halaman selamat tolong baik,1,-1
aplikasi ktp digital qr code dispendukcapil trus beda ektp fotokopi ktp puskesmas,2,-1
fungsi aplikasi apasih buka gk hp yg instal aplikasi resmi gin,1,-1
aja ribet nya klo qr code disdukcapil nya bikin simpel klo yg nama digital,1,-1
gimana pakenya ya habis verifikasi wajah henti situ gak loading gak opsi scan barcode,1,-1
aplikasi nya jelek tolong aplikasi yg gampang mudah,1,-1
tolong aplikasi sempurna dukomen terupdate kasih contoh vaksin boster baca vaksin aja ktp el keluarga udah ktp el ktp anak muncul trmksh,2,-1
tolong baik sistem nya lot buka dokumen daftar samapi loading gimna maju sistem nya lambat,1,-1
kesal jaring masuk koneksi lancar,1,-1
aplikasi gk buka aplikasi tdk bantu aplikasi share gk scan barcode gk temu,1,-1
ohh aplikasi perintah error koneksi gak login gw cetak ulang fisik kasih ktp digital biar gampang urus administrasi klo sdh rakyat jg yg kena susah,1,-1
semenjak sy pk ikd klo q lupa bawa fisik ktp stdknya ktp digital tp ko aplikasi tdk bukak coba lgi coba lgi aja,3,-1
ya buka data dokumen pilih menu muncul dokumen integrasi,3,-1
daftar aja ribet mesti dukcapil mudah gk efisien digital,1,-1
apl ikd menu document salah buka sambung wifi,5,1
repot disdukcapil barcode baik aplikasi mudah masyarakat terimakasih,2,-1
susah coba berulangkali gagal scand barcode aja invalid data singkron ktp kk gak sangaat susah,1,-1
mudah cari dokumen duduk ga repot tinggal genggam wajib download,5,1
btw udah tau aplikasi praktis modern semangat indonesia modern praktis antri hemat kertas,5,1
maaf aplikasi baik kemarin buka dokumen susah ga buka buka tolong baik,1,-1
ancur parah niat ati serba digital lurah nyari solusi karna lg butuh ktp baru karna nanya fisik nya lambat tahun gila bener arah suruh download aplikasi negara yg sebenrnya udah paham nganu haduhh menu on tp buka dokumen muter trus ndk muncul,1,-1
aplikasi bantu warga duduk indonesia mana bawa kartu identitas asli nya uduh aplikasi buka tunjuk aja,5,1
kurang benah akte lahir ga gak muncul gabisa buka ajar bikin aplikasi nya hahaha,1,-1
suruh scan qr kita yg suruh nyari email nomer hp sy kirim situ engga qr nya bos,1,-1
integrasi aplikasi kartu bpjs sehat da tenaga kerja mohon opsi unduh dowload,4,1
upload akte nikah pasu anak lahir terang hubung server pusat udab ulang kali kali ttp gak bsa aplikasi hanga formalitas aja urus kantor offline langsung,1,-1
aplikasi buka loading tulis salah koneksi coba,1,-1
lupa pin gak masak kalah apk shopee balai desa shoope fb masuk lupa pin,1,-1
google hapus aplikasi sih tipu udah isi data tetep scan barcode terima barcodenya aneh,1,-1
dokuman ktp el nya ga loading mulu ga selesai selesai camat sampe rumah ngga tingkat tolong developnya baik aplikasi,2,-1
susah banget y upgrade ktp ektp scan wajah otomatis wajah,1,-1
apk koplokk kuota aing ganggu koneksi nyoba pake wifii loading apk koplokkkk,1,-1
dki tadak terdedia indonesia bordcod dukcapil bikin aplikasi mudah masyarakat,1,-1
bantu fitur fiturnya lengkap tingkat performa atur bijak terima instansi indonesia,5,1
negara mahal bayar developer aplikasi bagus minimal rekrut orang alam hebat anak magang biar aplikasi nya rakyat mudah bantu,1,-1
aplikasi kaga pas butuhin login muat mulu susah mah menuh menuhin ram hp,1,-1
ribet banget nih data pakai scan zaman modern mudah,2,-1
aplikasi gajelas tolong kl digital sistem jg utk urus bank aja susah capil nya mas harus print pdhl sdh digital dok buka load mulu bahaya ni yg sifat urgent ancur aja deh bnr bnr sulit,1,-1
aplikasi ny tolong d baik layan bnyak yg muncul contoh nybkartu keluarga muncul,2,-1
langsung paksa bagi data pribadi tau mudah bobol orang data jual mudah,1,-1
aplikasi gak buka pake digital mending pake fisik asli aja ngerepotin doang,2,-1
digital nama kalo dukcapil mh klo digital proses nya online dukcapil gmna si ajh boong mh,1,-1
gak daftar coba salah koneksi sampe ganti provider ttp aja salah koneksi apk aneehhh,1,-1
aplikasi mesti buka dokumen nya optimal coba dokumen integrasi,1,-1
kecewa scan ktp koneksi lancar aja ga login ga valid gimana sih,1,-1
aplikasi nya masimalkan buka menu dokumen nunggu update update,3,-1
udah digital suruh dukcapil dapetin barcode guna online kantor ga niat bikin aplikasi,1,-1
ribet pakai scan barcode dukcapil camat kalo luar kota domisili kerepot gak yg sibuk kerja payah gak praktis sulit,1,-1
aplikasi nya susah bikin ribet aplikasi bisa buka pakai jaring wifi aja,1,-1
muat data warga nkri apps maksimal fungsi tingkat min admin,5,1
mohon kembang serius aplikasi mudah identitas digital datasaya akses,1,-1
lihat ktp digital error lihat dokumen nya jg error trus tolong baik,1,-1
pake ktp digital ujung ujung pake foto copy sekian aplikasi rilis perintah aplikasi gak,1,-1
selamat pagi siang sore malam admin yng kelola aplikasi ktp digital tolong aplikasi bener bener penuh prosedur masak buka dokumen eror ampir minggu coba buka dokumen terima email gak buka tolong kerjasamnya masyarakat jaman online bik trimakasih,1,-1
aplikasi otak bikin proyek keluar anggar negara hasil bagong buka muat,1,-1
buruk orang download apk tuh praktis online dateng kantor pusat offline guna aplikasi online useless ga guna,1,-1
aplikasi rakyat aplikasi cuman android aja iphone sedia pakek iphone beli hp android bikin ktp negeri konoha ngelawak aja,1,-1
bingung isi data identitas tahap scanbarcode scanbarcode,1,-1
ga guna sinyal wifi sinyal nya kuat tp ga buka,1,-1
masuk semu data suruh scan barcode barcode kana coba online tp d suruh scan barcode tugas,1,-1
tolong baik login muncul tulis salah koneksi jaring stabil,4,1
bug daftar muncul notif salah jaring jaring beasalah,2,-1
gak d buka pake data hurus pake wifi bikin ribet klo gitu buka mudah,1,-1
aplikasi buka uwer uwer trus,1,-1
ngapain ad apk tapu scan dukcapil ga kirim email aja ujung sulit lahan korup aja,2,-1
tolong baru apk nya data pakai wifi buka,1,-1
haloo kenap aplikasi nya buka yaa update buka salah internet jaring baguss,1,-1
apk salah koneksi jaring bagus udah hapus data refres uinstal download tetep gabisa,1,-1
digital validasi dukcapil mantap aplikasi pinjol verifikasi,2,-1
aplikasi nya guna bikin ktp sdh rekam tinggal aktivasi camat aja nunggu email beres tdk menit ktp digital tinggal cetak lgsg fotokocopi keren,5,1
lot aju sampe minggu minggu cepetan ngurus langsung capek nunggunya ken ngurus cepet,1,-1
mohon kerjasama polri dokumen sim mohon update kartu vaksin corona masuk vaksin bosster buat data offline akses terimakasih dukcapil baik mudah,5,1
nama online daftar hadap tugas dukcapil alias langsung dukcapil ribet,2,-1
loading mesti verifikasi disdukcapil ragu sistem aman ektp aja servernya bobol aplikasi otak atik orang pake tools mod aplikasi ambyar,3,-1
scan barqode dukcapil ngapain ad layan online aja ribetnya negara ubah klo kayak gin,1,-1
daftar tanggal dgn buka dokumen tdk solusi sdh tp tdk solusi piye to kihhh,1,-1
kalo menu login gimana min ganti hp hp direset gimana masuk aplikasi min trus yg scan dukcapil,2,-1
gimana udh ngisi data tampil coba kali kali tetep,1,-1
bnged ga sieh jariangannya bgus mw mke wifi data gaabisa pdahl internet nya ga lot jringan kencengg bnged ngabisa,1,-1
paket data kenceng susah duat buka aplikasi ngajuin tolong donk mudah sulit gin,3,-1
ga aplikasi masukin email bilang email ga valid yg valid kaya gimana hapus aja aplikasi,1,-1
download trs isi data hbs g bsa masuk menu lai scan barcode dukcapil aja on line auto uninstal,1,-1
komentar bentuk protes kasih bintang anggap aplikasi resmi payah layan bas online reputasi anggar hasil harap,1,-1
gk aplikasi gk bobot udah ferifikasi data secan barcode gk mula gk ngertilah barcode discan,1,-1
aplikasi mentok sampe rekam wajah habis udah muter suruh rekam ulang bla bla bla bye,1,-1
gak guna hapus apk nggak pakai ngga tetep fotocopy ktp asli fisik,1,-1
kemarin bs buka aplikasi gk bs d buka aplikasi ikd ny sdh hr mhn pnjlsan ny krn data keluarga d aplikasi,4,1
aplikasi efektif bikin ktp suruh download apk ga kayak gin mending pakai ktp blangko apk gin kabar orang yg gaptek abis bikin ktp suruh download yg gin,1,-1
mohon tingkat scan barcode tdk bsa lihat dokumen tdk gagal bsa d blg apk gak,2,-1
qr code mana scannya klo kantor disdukcapil ya sepi ktp digital konvensional pegang sim bpjs tk bpjs sehat yuk mudah,2,-1
sinyal bagus tpi salah mulu jaring aneh ktp fisik gua ga,1,-1
aplikasi bantu lupa bawa ktp akses data keluarga sukses maju dukcapil go digital,5,1
perintah iseng apk bukti respon mohon aju wni tanggap payah,1,-1
daftar aja suruh ambil qr dukcapil bikin repot kalo digital ya murni digital tinggal cel nik cek foto biometrik sesuai tdk dgn data server database tinggal masuk proses,1,-1
knapa error yaa aplikasi nya hack org yg tanggung mohon kroacek,1,-1
segi layan bagus ramah aplikasi mudah manfaat era digital pin ganti sukses,4,1
udah isi form daftar verifikasi wajah foto kali ga ga tau nya aplikasi mudah,1,-1
ready launching unt tampil dokumen loading ujung nya gagal,1,-1
aplikasi kedok mudah masyarakat yg urus gilir orang hitung jam selesai wkwk,1,-1
urus ktp digital disdukcapil program tinggal pikir bikin ktp digital yg rumah hp,1,-1
apknya muat sinyal bagus udah ngejajal apk online lancar apk tetep gak masuk,1,-1
aplikasi bahaya data clear data jual hpnya hapus akun mohon baik,1,-1
suruh aplikasi aplikasi tdk solusi suruh pake aplikasi aneh,1,-1
gimana maksud ktp digital dukcapil digitalisasi nya nanggung klo gitu udah aja dukcapil,1,-1
tolong perbaikin donwload ktp elektronik nya bingung urus data yg ktp fisik nya,5,1
amplkasi gagal malam daftar buka pagi nya buka gak koneksi gagal coba nya uninstal,1,-1
login hp ga udah pencet tetep teks ngejelasin bijak privasi,1,-1
sulit mudah online manual scane barcode kantor disdukcapil,1,-1
app yg buruk gak buka pake data beli kuota tau nya gak huh,1,-1
bintang apk gak respon buka apk nya hp gaming buka apk apk lot nyalahin jaring sekian mohon baik apk nya terimakasih,1,-1
aplikasi burik buka dokumen aja gak muter doang gak sinyal bagus,1,-1
kes ribet sampe menit ktp digital langsung inti nya dateng langsung camat scan pengaktipan acount nya ayoo alih ktp digital rasa manfaat nya,5,1
mudah klo lg ga bawa dompet tinggal buka hp ribetnya kali daftar dukcapil ganti hp krn hp hilang langsung ganti dukcapil,5,1
nya pas masukin email tuh kalo emng huruf gabisa masuk contoh com co eh ttp daftar yg kode aktivasi gatau masuk email mana orang gabisa kalo co,3,-1
update lgi biar ngga bikin ribet bulak camat disdukcapil biar ratingnya tinngi digital manual bingung ni aplikasi mohon update mempeudah lgi trmksih,3,-1
diinstal xiaomi mi sebab ya factory mode reset,1,-1
app identitas digital ktp klau blm selesai rilis jngn tampil sy sdh daftar blm bgmn bosss,2,-1
edisi aplikasi sengaja edisi penting abad abud gabut arah tuju aplikasi bantu ringan berat,1,-1
alangkah baiknha print ktp digital login hilang ngak ribet disdukcapil,3,-1
nggak buka woiii salah koneksi jaring internet bagus,1,-1
ditjendukcapil kenendagri aplikasi butuh baik butuh upgrade servernya aplikasi salah butuh masyarakat dasar masyarkat indonesia,3,-1
pas donload nga masuk pemberitahuannya data data pake wifi kantor data,1,-1
azas mudah praktis sulit scan barcode dukcapil mah aja mudah atuh,1,-1
era modern simpel dalm identitas dgn no telepon yg lai tinggal,2,-1
praktis scan barcode hrs dukcapil ken praktis barcode kirim email,1,-1
aplikasi ribet buffering jam ga data apa yg mudah,1,-1
min udah nd buka ya tulis koneksi putus koneksi internetnya aja,3,-1
aplikasi ga ngurus suruh pake aplikaai udh nginput aplikasi ga progres udah hari,1,-1
mohon baik khusus orang laren lamongan aplikasi gak buka gagal,1,-1
aplikasi buka tulis salah koneksi koneksi bagus,2,-1
aplikasi jalan status muat masuk halaman utama aplikasi,1,-1
mudah scan barcode dukcapil ga,1,-1
kemarin kemari buka daftar eh pas daftar pas tugas discapil eror salah koneksi jaring kuota full,1,-1
jelek mulu sinyal kirain pas buka dr g buka cm kali dibika,1,-1
