content,score,year,month,day,tone
sangat membantu sat pulang kamapung mau berobat gak bawa k bisa lihat dari sini kalau yang belum bisa pake ini harus di rekam di petugas baru bisa di gunakan semoga bermanfat,5,2024,3,15,1
ketika semua bisa digital tp kenapa masih harus minta qr ke petugas daftar susah padahan pakai wifi kecepatan 20 mbps masih kurang stabil,2,2024,3,25,-1
jaringan di wilayah kebumen saya rasa bagus koneksi internet juga lancar sat kerja knpa aplikasi ini gak bisa dibuka kalo emang bug segera perbaiki jangan cuma suruh instal ini itu ktp yang katanya elektrik aja dihack apalagi ini yang digital,1,2023,2,23,-1
aplikasinya bisa didownload namun tidak bisa dinstal di hp saya padahal android versi 9 katanya sudah suport saya pikir karena ganguan tp beberapa hari setelahnya masih belum bisa juga masih dengan notifikasi yang sama,1,2023,3,20,-1
terjadi kesalahan koneksi padahal jaringan bagus aja tidak ada kendala tolong dong di up lagi supaya kita penguna juga di mudahkan,1,2024,3,20,-1
aplikasi sampahverifikasi via email ajatunguin inbox di email ajatak kunjung masukl emang blum sempurna tolong jangan di launching aplikasi nya untuk publicujung2 kayaknya mesti pake duit berbayar baru bisa cepat,1,2022,12,8,-1
setidaknya di perbaiki dulu aplikasi nya katanya sudah ektp tp ketika kita mau masuk ke aplikasi nya kita masukan nik knpa harus ada scan barcode dulu ke kapenduk lalu gunanya sistem buat apa kalau harus wara wiri kalau memang begitu ya kenapa tidak di genarate saja sehinga ketika kita ketik pakai nik kita sudah bisa masuk aplikasi tersebut jd tidak usah pakai scan barcode atau minimal pemerintah buat sistem itu yang jelas jangan buat banyak sistem tapi jatohnya gak jelas dan susah di pergunakan,1,2023,4,12,-1
parah kalo harus ke dukcapil lagi untuk ambil qr verifikasi mau sampe berapa lama program ini berjalan gak di pikiran apa jumlah penduduk indonesia ada berapa tujuanya mempermudah tapi jadi mempersulit ambigu belum lagi rakyat masih banyak yang gaptek di pedalaman yang mungkin tingal di indonesia tapi ktp fisik aja gak ada tambah lagi program ginian hadeh kelen aja lah yang datang ke rumah2 warga untuk data sekalian sensus,2,2024,1,3,-1
kayaknya ini aplikasi pencurian datamengapa demikian setiap kali pengen di bukatidak bisa udah hampir 6 bulan tidak bisa2 masuk loading mulu,1,2024,3,4,-1
susah sekali ingin menginstal aplikasi ini tidak dapat menginstal lagi lagi dan lagi sudah berkalikali usaha gak ada hasil xiaomi redmi 8 gak suport hp saya jadul tolong perbaiki kalo gak siap tunda bikin sosialisasi tolong pak,1,2023,5,14,-1
aplikasi dibuka tulisanya konektifitas bermasalah coba lagi udah coba berulang uninstal download mulai ulang hp ganti wifi ternyata sama aja ga bisa eh sat buka ulasan aplikasi banyak juga yang masalahnya sama kirain hp saya doang yang bermasalah bagus aplikasinya tapi bo*ong,1,2023,5,24,-1
mohon dibantu untuk aplikasi nya bisa mengunakan android v70 nougatsoalnya ada beberapa di kabupaten terpencil banyak teman2 masih mengunakan android v70apakah kami harus membeli ponsel android yang baru lagisedang kondisi keuangan di sat seperti ini sangat2 susahjadi mohon untuk pembuat aplikasi ikd ini bisa lebih bijak bagi kami2 yang masih mengunakan android versi 70terima kasih banyak atas perhatian bantuan dan pengertian nya,2,2023,3,5,-1
tampilan interfacenya duh norak banget kesanya gak profesional kayk buatan orang yang baru bisa bikin web,1,2024,5,23,-1
masih banyak bug di beberapa type hp seperti tidak bisa mengambil photo alias hitam pekat tidak nampak wajah saran saya berinama aplikasinya masih beta atau dalam proses pengembangan atau jangan di publikasikan dulu,3,2022,9,15,-1
aplikasi nya bagus masih suport android 6 ram 2 tapi yang jadi kekurangan tidak adanyah menu download jikalau ada pasti bisa mempermudah sat gak ada kuota atau pun wifi saran sediakan menu download yang sat di akses harus pake pw dari akun atupun apapu yang pentig harus ada trims,3,2023,7,29,-1
aplikasi ga bis dibuka eror terus apa gunanya hp udah suport jaringan ada kalau buat aplikasi yang serius jngn setengah setengah setiap aplikasi yang ada hubunganya dengan pemerintah sering eror,1,2024,2,25,-1
tolong di perbaiki lagi jaringanya ada ada saja mau ganti ktp rusak alesanya blangako nya gak adalah ada blangako jaringan eror hadeh pelayananya sangat tidak bagus,1,2024,5,22,-1
ini yang punya ide bikin apknya knp dah katanya buat mempermudah mau cetak ktpnya aja susah karya ke kantor dukcapil dlu mau scan qr aja gabisa harus dibagin dlu baru bisa dikiranya gw punya hp 7 kali harus sher2 k device laen,3,2024,3,24,-1
bukanya mempermudah malah makin ribet ktp itu sangat perlu fisiknya masih banyak lowongan ataupun lembaga yang meminta mengunakan ktp asli bukan digital seperti ini mana sering ngebug smpe sekarang aja belum kebuka lagi ktpnya parah,1,2023,9,15,-1
bisa bantu saya aplikasi berjalan sangat lambat server pada aplikasi ini harus secepatnya di perbaiki ini buruk developer harusnya lebih mengerti dengan ranting yang di berikan penguna,1,2024,3,13,-1
katanya lewat aplikasi ini bisa ngajuin pergantian k yang lama menjadi yang baru tapi sudah 2 bulan statusnya masih pengajuan saja tidak diproses sama sekali mohon ditingkatkan lagi jika aplikasi ini dibuat untuk mempermudah pelayanan masyarakat,1,2024,1,29,-1
cukup membantu sich ini apalagi buat kab yang blanko ktp fisiknya kosong fyi mending buat akun aplikasi ini dispendukcapil di kab sesuai ktp deh stelah upload foto utk verifikasi harus scan barcode dan barcode nya cuma dukcapil yang punya menurut ku aplikasi ini juga lebih ringkas karna data yang 1 k bisa muncul jd gak ribet harus cari k lagi kalo pas butuh dadakan,4,2022,9,29,1
tolong untuk aplikasi nya ditingkatkan lagi masih terdapat beberapa kekurangan adapun yang saya alami aplikasi ini tidak dapat menampilkan k serta akte lahir hanya ktp saja yang di tampilkan jika memang mau memudahkan masyarakat kiranya kelemahan yang terdapat pada aplikasi ini agar segera diperbaiki terima kasih,3,2023,10,16,-1
gimana ya ni aplikasi nyakok saya buka aplikasi nya malah terjadi kesalahan koneksi terus ya udh brpa kali tau kenapa yakalau bgni tlong dong solusinya,1,2024,3,25,-1
aplikasi tidak berguna masuk gak bisa muter terus jaringan kenceng padahal lima dari seratus untuk aplikasi tidak berguna ini,1,2024,3,3,-1
mohon penjelasanya dr pihak terkaitkenapa aplikasi ikd hanya bisa di akses melalui jaringan wifi sajasedangkan jaringan selular tdak bisa,2,2024,3,20,-1
mantap dehtidak harus ke dukcapilke kecamatan juga bisa dongke operator siakutk scan barcode sat daftarlagian bisa di seluruh wilayahbisa daftarnya tidak mengacu domisili kitamudah sekali loh,5,2023,6,6,1
pengurusan ribet berkalikali scan barcode baru bisa padahal sinyal stabil malah menyusahkan sih nga efektif sama sekali program yang siasia,1,2022,9,20,-1
sangat buruk tidak bisa terdownload kalau dari awal saja sudah buat susah kedepanya ini aplikasi nyusahin buat pusing teknologi digital membuat mudah urusan kok ini malah jauh dari pradaban digital buruk,1,2022,7,17,-1
pake aplikasi bukanya jadi lebih mudah malah mempersulit banyak bug gabisa cek dokumen yang muncul cuman gambar loading aja,1,2023,12,12,-1
aplikasi tidak bisa digunakan krena masalah koneksi padahal jaring sudah 5g dan aplikasi lain baik2 aja hanya berumur 8 jam setelah aktifdan sekarang useles,1,2024,2,2,-1
ribed daftar nya kudu datangi kantor disdukcapil katanya digital zaman milenial gimana sih padahal sudah download harus cangih donk sesuai zaman jangan maksakan diri kalau masih belum sampai ke tingkat modern macam negara maju jangan dibikin ribed kecuali log on log out atau ganti data keamananya barulah harus benar benar diperhatikan,2,2024,1,1,-1
kl aplikasi buatan dalam negri pasti di awal pengeluaranya banyk kurangnyaperlu proses pengembangan lagi untuk bisa di pake supaya lebih mudahsemoga kedepanya menjadi lebih baik dan prepare kl ada kebijakan dan program baru,2,2023,12,29,-1
sistem pendaftaran akun di awal gampang tapi pas lanjut ke bagian kedua setelah isi nik dsb kenapa harus scan barcode dulu ke disdukcapil coba iya masak kita udah punya e ktp tapi pengen aktiasi yang versi digital harus dateng lagi ke disdukcapil buat scan barcode dan verifikasi ribet banget dah tolong lah di perbaiki dan dibenahi sistemnya kalau bisa kolom komentar dibaca dan direspon dong kritik saran dari masyarakat bikin aplikasi kalau bikin ribet ya buat apa coba,1,2024,1,9,-1
entahlah kalau aplikasi sudah ditangan pemerintah hampir tidak terurus dengan baik harusnya bisa diupdate terus dengan baik ini udah daftar lama tapi dokumen lain selain ktp dan k masih sedang di integrasikan terus,1,2023,11,29,-1
perlu upgrade lebih baik lagi uji coba seharusnya sudah mantab sudah siap semuanya untuk te privyidnya atau te perurinya masih belum bisa nyambung pilihan yang lainya belum ada pemerintah atau pihak developer harus lebih giat lagi untuk pendaftaran aplikasi lain yang harus mengunakan ektp fisik untuk verifikasi identitas ktp belum bisa pakai ktp digital mohon untuk dibaca lalu dikerjakan karena ini menyangkut kenyamanan keamanan identitas dokumen kami para rakyat rakyat,1,2024,2,23,-1
sayang setelah donlot susah buat masuk ke menu dan sl bilang jaringan tidak stabil eror pdhl sinyal sdh sangat bagus percuma disrh donlot ikd kalau tidak bisa msk ke menu,1,2024,4,22,-1
ini kenapa gabisa dibuka woy terjadi kesalahan koneksi mulu ah pesanya padahal wifi sm paket data gw aman aman aja gw pake streaming browsing scrol ig dl,1,2024,2,25,-1
cukup membantu tapi saya sarankan agar ada fitur untuk scan via nfc supaya jika ktp fisik rusak maka bisa scan nfc via smartphone yang mendukung fitur nfc untuk beberapa keperluan yang mengharuskan scan ktp fisik,3,2024,1,17,-1
aplikasi sangat susah diakses meskipun jaringan stabil tolong tim it nya kinerja ditingkatkan jangan mengarahkan masyarakat beralih ke konsep digital jika aplikasi nya saja masih buruk,1,2024,2,8,-1
aplikasi yang tidk bagus tidak bisa di gunakan kesalahan koneksi trus mohon di tingkatkan lagi banyak ganguan eror gak jelas,1,2023,12,1,-1
keren banget terobosan barunya baru mau register suruh masukin barcode dari dukcapil ya mending pake ktp biasa aja gak usah digital kalau proses daftar nya ribet kayak gini verifikasi pakai yang lain kek jangan pakai barcode dari dukcapil,1,2024,1,3,-1
sudah berhasil aktivasi tapi kadang ketika mau login selalu gagal muncul warning terjadi kesalahan koneksi satu sisi suruh segera aktivasi ikd tp disisi lain system aplikasi nya belum siap mendukung,1,2023,12,28,-1
isi pake paket data ga bisa giliran pake wifi oke eh disuruh scan barcode dari petugas berarti harus ke kantor dukcapil lha pake paket data aja ga bisa malah disuruh ke kantor niatnya memudahkan tapi malah mempersulit tolonglah perbaiki sistemnya,3,2024,2,1,-1
maaf min ini emang lagi maintence apa gimana yah ko aplikasi saya tidak bisa di buka keterangan di situ kokensi dan coba lagi kepadahal sinyal saya bagus dan bisa untuk buka aplikasi lain mohon informasinyaterima kasih,3,2023,12,20,-1
aplikasi ini menurut saya belum layak untuk rilisprosesnya masih terbilang sangat ribet untuk masyarakat belum paham tentang pengunanya karena harus ada barcode dari dukcapil juga saya rasa dgn adanya barcode yang harus didapat melalui petugas ini tambah menyulitkan bukan mempermudah,2,2024,1,1,-1
dari dulu kalau emang ktp niatnya dibikin digital seharusnya bisa tidak perlu bawa identitas diri tapi di tiap tempat yang membutuhkan verifikasi di sediakan alat pembacanya baik dari sidik jari wajah maupun mata,1,2023,12,28,-1
parahsaya mau ajukan surat pindah katanya harus urus ikd sat urus ikd di kecamatan yang tidak sesuai ktp asli tidak bisaini gimana masyarakat disuruh ribet sendiripadahal noatnya agak seduai tempat tingal dan ktp memang budaya birokrasi di indonesiakalau bisa ribet kenapa harus gampang,1,2024,2,26,-1
aplikasi ktp digital ini namanya bukan mempermudah layanan kalo emang mempermudah masa mau daftar akun saja harus datang ke dukcapil untuk pindai barcodenya iya kalo yang ada di rumah atau kampung sendiri lah kalo yang lagi di prantauan masa harus pulang hanya untuk pindai barcode yang di berikan sama petugas dukcapil sih mohon admin membalas komentar saya gimana solusinya,1,2024,1,11,-1
ga bisa login hanya ada pilihan daftar saja dan mesti ke dukcapil bingung sama konsep online nya aplikasi2 buat cari dana proyek masih amatir,1,2023,12,3,-1
ga pernah kasih rating aplikasi bintang 1 tapi kali ini ini emang kureng banget susah digunakan dan sering lag berasa ga ada manfatnya padahal ini aplikasi milik pemerintah loh semoga diperbaiki secepatnya kalo udah ada perubahan mungkin rating dan ulasan akan saya ubah,1,2024,1,12,-1
ini ngapain daftar harus scan barcode di dukcapil ya mestinya daftar pakai kartu keluarga dan swafoto ktp fisik kan bisa ya lha wong semua data kita sudah terintegrasi di dukcapil semua kok memangnya semua orang punya waktu dan sangup untuk ngantri ber jam di dukcapil hanya untuk daftar di aplikasi yang membingungkan ini ya,4,2023,12,30,1
masih harus scan qr code dari dukcapil untuk verifikasi artinya harus ke dukcapil dulu gak praktis digital tp manual artinya yang merantau harus pulang kampung dulu buat scan qr code di dukcapil asalnya ide yang jelek mau maju tp nangung contoh lah aplikasi esamsat yang serba digital pendaftaran cpns dari bkn dl tolong dukcapil yang praktis,1,2024,1,5,-1
perlu di tingkatkan lagidari pertama download saya sudah scan barcode tapi malah tidak bisa buka documenaplikasinya baik tapi masih terlihat kuno dan seperti dibuat oleh anak magang,1,2023,12,30,-1
aplikasi teraneh yang pernah ada masuknya tidak terhubung ke akun gogle isi data harus scan ke petugas ini sangat aneh formulir digital tapi harus scan ke petugas berarti sama saja manual bedanya dimana,1,2024,2,13,-1
saran saya harusnya scan barcodnya pake barcode kartu keluarga sajatidak perlu harus datang ke dukcapiljadi yang ingin mendaftar lebih simpel dan efisien waktu juga,3,2024,1,21,-1
hampir rata rata aplikasi pemerintah selalu sulit diakses melalui online perlu dipertanyakan ada apa ini apa mungkin sekelas pemerintah tidak mempunyai staf it yang bisa diandalkan saya rasa gak mungkin karena tidak terhitung brp jumlah it dinegara ini yang hebat2,1,2024,1,11,-1
pelajaran pertama kenapa dan untuk apa aplikasi berbasis digital dibuat kalo kata dosen saya aplikasi di buat untuk mempermudah user di sini saya mau daftar tapi harus ada kode qr dari dukcapil otomatis saya harus ke dukcapil dulu dong udah aja update k di dukcapil kaya gini kerja 2 x,2,2024,1,31,-1
digitilisasi itu tidak akan selalu aman masih lebih baik pake cara manual dan tradisional keamanan data akan lebih terjaga meskipun sedikit ribet,1,2024,1,7,-1
mau daftar buat fhoto nya bisa bisapa aplikasinya yang jelek atau hp saya nya yang jaduludah banyak ulasan tapi tak ada satupun yang saya lihat yang dijawabagaimana kita bisa tau cara daftar atau mengunakan aplikasi ini,1,2024,1,5,-1
untuk buka dokumen loading terus kurang tau apa memang karena sinyal atau server down padahal sinyal wifi rumah gacor parah tolong segera perbaiki,1,2024,1,4,-1
kirain ram hp ku yang minim setelah melihat ulasan di aplikasi baru tahu kalau banyak keluhan serupa susah masuk ke aplikasi mohon untuk bisa diperbaiki tks,5,2023,12,23,1
aplikasi yang justru menyusahkanmau masuk aja kesalahan koneksi terus padahal sinyal bagus tutorial di yt gak ada yang berhasil,1,2023,12,21,-1
sekedar info ke developernyauntuk jaringan seluler imdosat tidakbisa masuk ke apharus pakai wifi dulu baru bisa kuota masih ratusan giga dan jaringan statusnya lancar jaya 5g,2,2024,1,29,-1
tolong dong ini kok gabisa dibukapas awal masuk itu loading terus gamau masukalo mau masuk harus banget pake wifikalo pake data gabisa masuk atau logindata jaringan kenceng padahalkan ribet kalo mau login harus minta hospot ke orang apalagi kalo gakenalmalah jadi ga berguna aplikasinya kalo gabisa dibuka,5,2024,2,17,1
payah ah diwajibkan mengunakan ikd tapi sat dibutuhkan malah ga bisa dibuka koneksi bermasalah lah giliran udh bisa eh pas buka dokumen mlh loading aja tampilan nya bukan nya mempermudah malah tmbh bikin sulit,3,2024,2,26,-1
seperti aplikasi2 lokal punya pemerintah yang lainya sulit diakses apalagi kalo bandwidth penuh gampang eror ngelag dan lain sebagainya parah,1,2023,12,20,-1
aplikasi ini tidak ada fungsi yang signifikanhanya mereka2 saja yang punya smartphone androidcoba kalo orang yang sepuh2 mau gimana pake aplikasi inisangat tidak berguna dibandingkan dgn pendahulu nya banyumas gratis kabeh aplikasi ini jelas tidak ada manfatnya sama sekali tolong utk dinas terkaithapus saja aplikasi iniganti seperti dulu lagi banyumas gratis kabeh yang jelas2 lebih bermanfat,1,2023,12,18,-1
sangat tidak efisien terutama buat orang2 lansia / sudah tua ya kalo semua orangtua punya ponsel dan mengerti cara mengunakanya yang tidak punya bagaimana orang tua saya mau cetak ktp tidak bisa karena harus punya ponsel dan harus download aplikasi tersebut masak dikasih solusi datang ke dinas untuk cetak ktp ya kalo dinas dekat rumah gp kalau yang rumahnya dipelosok bagaimana #mikirdongbos,2,2023,12,4,-1
awal awal sih lancar mulus gaplikasierlu nyari2 ktp kalo mau ngisi data pas mau dipake lagi jadi ganguan jaringan terus padahal buat buka aplikasi lainya lancar jaya,3,2024,1,30,-1
siang saya mau pengaduan kok gak bisa d buka ya aplikasinya sekarangtulisanya koneksi gagal padahal jaringan bagus udah hampir semingu kayak gitumohon perbaikanya,3,2024,2,13,-1
dibuka pake kartu warna kuning eror koneksi terus padahal internet lancar buat yang lain curiga gua ganti pake nomor kartu warna merah ting ting langsung bisaternyata sesuai dugan bisanya cuma pake kartu yang warna merah hayo kenapa,2,2024,1,13,-1
kalau masih beta cobacoba jangan langsung dipublish mending di hold dulu jaringan normal lancar tp gak bisa masuk terjadj masalah koneksi koneksi ke server dukcapil payah,1,2024,2,7,-1
sudah bagus tapi masih banyak fitur yang perlu di tambahkan contoh 1 belum bisa merubah data pribadi misal status perkawinan pekerjan dl 2 belum bisa membuat surat pindah lebih dari satu angota dalam sekali pengajuan hanya nama pemilik akun yang di proses pindah 3 belum bisa menambahkan angota k baru misal buat pasangan yang baru menikah yang mau membuat k baru,5,2023,12,28,1
sangat buruk pas mau masuk muter terus gua cek apakah sinyal gua ternyata bukan karena sat youtube lancar jaya emang ini aplikasi kalo belum siap jangan mempersulit lah,1,2024,1,29,-1
katanya ktp digital aku mau buat sendiri aja harus scan barcod dan itu harus kedukcapil sama aja bambang namanya digital ya harusnya mempermudah jangan dipersulit donk,1,2023,12,31,-1
ngak bisa login padahal jaringan bagusetiap buka aplikasinya jaringan langsung jelek padahal kalau buka aplikasi lain lancarlancar saja tolong donf di perbaikin lagi kan penting sekali mau buka,1,2024,2,13,-1
susah banget aplikasi jenis ini mau daftar aja ribet sudah di foto berulang kali di scan kode qr masih saja sulit berulang kali di coba masih juga gagal dan gagal lagi buruk banget dah nyesal saya download disimpan berbulan bulan daftar kembali masih juga gagal,1,2024,2,3,-1
aplikasinya ngak bisa dibuka sama sekali padahal koneksi sudah bagus tapi selalu aja muncul notif terjadi kesalahan koneksi,1,2024,2,14,-1
aplikasi ny aneh nge lahg terus padahal sinyal bagus pake wifi juga ngelahg ga bisa masuk aneh lah pokok ny ga jelahs juga,1,2024,1,2,-1
kalau niat mempermudah harusnya tidak perlu lagi ke dukcapil setempat cuma utk verifikasi barcode karena akan kesulitan bagi yang berdomisili di luar daerah coba lah di bikin simpel kan sdh ckp dgn verifikasi wajah dl,3,2024,1,1,-1
ini si bukan online percuma buang uang angaran buat bikin aplikasi inikalau online itu tidak perlu lagi namanya ke dukcapil untuk scan barcode segalaemangnya setiap kita mau login hp kita hilang kita harus balik lagi ke dukcapilbayangkan aja setiap login harus scan barcode ini mah gila sebagai contoh ketika mau mengunakan ktp mas begitu login harus ke kecamatan dan dukcapil buat scan barcode apa kaga bisa stres itu orangnya,1,2024,2,6,-1
aplikasi dan aktivasi ngak ribet tapi tolong sediakan fitur unduh untuk ktp dan k supaya jernih kalau di screnshot kualitas gambar nya agak kurang alias jadi burem selebihnya ok dan untuk aktivasi ikd scan qr code barcode sekarang bisa langsung ke kecamatan tanpa perlu ke dukcapil lebih mudah dan jarak terjangkau sesuai kecamatan terdekat masing2 dan tolong tambahkan fitur edit untuk ktp dan k contoh status pekerjan dl,5,2024,1,18,1
baru download aplikasi nya tapi ga bisa ke buka banyak yang bilang ga bsa kebuka krna pake data seluler harus pake wifi huh menyusahkan sih menurutku,1,2023,12,27,-1
kenapa aplikasi pemerintahan tuh selalu nangung bikin ribet masyarakat harusnya ketika kita ketik nik harusnya langsung keluar data kita kan sudah perekaman ektp setelah itu boleh verifikasi via email ini malah harus verifikasi barcode ke dukcapil hadeuh ribet ayolah bikin simpel aja sih,1,2024,1,1,-1
saran jika bisa dgn adanya aplikasi ini pendk indo yang sdh terdaftar di ektp seblmnya juga data pendk misal a juga datanya bisa di akses atau data tersimpan di aplikasi ikd ini jd sat berpergian tahu2 ada yang ktp hilang di jln atau ketingalan tp memerlukan ktp si a bisa langsung nunjukan ktp nya melalui aplikasi ikd ini spt apl satu sehat jd tidak perlu lg bawa2 kartu ktp mksh,3,2024,2,6,-1
masih banyak menu belum berfungsi salah satunya te padahal saya sudah punya akun di te list aplikasi privyid dan sudah sering saya gunakan untuk td ducument kok ngk terdeteksi oleh aplikasi ikd,2,2023,12,9,-1
aplikasinya payah kalau belum siap jgn dilaunching dulu tiap kali mau verifikasi wajah tidak pernah konek pokoke aplikasinya jelek itu para itnya suruh pada sekolah lg menyebalkan,1,2024,2,9,-1
susah mendaftar sudah foto sudah cari posisi yang bagus biar pencahayan cukup ternyata g bisa2 padahal syarat sudah detail masi saja token persetujuan invalid trus yang kurang aplikasi coba boz di jelaskan,1,2024,1,2,-1
hp saya kamera depanya rusak sementara saya di cecer pake ini dan disuruh buat scan karena mau pemilu mau scan barcode disuruh foto pake kamera depan buat mastin identitas tapi kamera depan saya pecah kenapa ga ada fitur foto pake kamera belakang repot sekali tolong di update lagi deh katanya mau 'maju' wkwkwk,3,2024,2,4,-1
baru mau daftar setelah isi nik email no telpon tahap selanjutnya photo selfi terus harus scan qr yang ada di petugas dukcapil untuk verifikasi data agar bisa masuk ke aplikasi ini gimana ceritanya buat apa ada aplikasi online kalau masih harus datang ke dukcapil malah bikin bingung kalau gini caranya tolong perbaiki lgi untuk pelayanan di apl onlinenya agar memudahkan para pengunanya terimakasih,5,2023,12,29,1
aplikasi tolol bukan mempermudah masyarakat membuat ktp malah tambah mempersulit gak usah buat aplikasi mending datang langsung di kantornya daripada daftar disuruh balik ke kantor lagi sama saja bohong mending gak usah buat aplikasi,1,2024,1,1,-1
pas verifikasi wajah pas mendaftar tidak muncul fotonya ntah kenapa padahal sudah mengisi datanya dengan baikjaringan pun bagus ntah kenapa aplikasi buatan pemerintah ngk ada yang bagus ini aja masih nge bug,1,2024,1,18,-1
saya dukung ikd tp sangat disayangkan utk mendaftar musti scan qr yang diperoleh hanya dari petugas disdukcapil lbh baik jika verifikasi cukup nik wajah no tlp email kan data kita sudah ada di data base masukan nik saja juga sudah muncul identitas lengkapnya,1,2023,12,30,-1
aduh yang bener aja dong ini saya mau make masa gak bisa' kendala koneksi terus padahal paket data aman kok trus td liat di komen katanya harus pale wifi tower gak bisa pake data atau wifi seluler eh astagfirulah dikira disemua tempat itu pake wifi ya kira' dong,1,2023,12,29,-1
bintang 1 aja ya bosaplikasi gx mutu soaleada aplikasi itu untuk mempermudah jangkauan penduduk yang jauh rumah nya dari dukcapileh ini malah masih tetep suruh ke dukcapil buat apa ada aplikasi cobakata nya digital tp manual juga ujung nyablm siap masuk era digital ya gx usah coba2 bos,1,2023,12,29,-1
ini sebenernya niat gak sih pemerintah bikin aplikasi ini login aja sulit eror terus hal seperti ini memang perlu untuk memudahkan tapi tolong lebih serius karena eror istri saya bikin ktp fisik udah 6 bulan ga jadi2 alasan nya ga ada blangko kan konyol yang begini seharusnya bisa menyelesaikan masalah itu tolong lebih serius bikin aplikasi nya masa pemerintah kalah sama pinjol dalam urusan bikin aplikasi,1,2023,12,20,-1
akhirnya saya sudah di verikasi sudah terdaptar di ikd sebagai dompet digital seluruh data keluarga tanpa harus membawa identitas data fisik hanya dengan aplikasi ini melalui smartphone bagi yang belum terdaptar usahakan untuk datang ke dinascapilnya di wilayah masing2 karena untuk memudahkan verifikasi data data kependudukanya tidak membutuhkan lama hanya beberapa menit sudah jadi teruslah maju pemerintahan indonesia di era digital ini,5,2024,1,3,1
pengantian kartu fisik menjadi ikd malah merepotkan ketika ada kepentingan urgentbutuh untuk menunjukan ktp aplikasi tidak bisa dibuka bagaimana solusinya hampir 3 bulan tidak bisa diakses aplikasi ini,1,2024,2,12,-1
sebenarnya cukup praktis namun untuk orang tua yang tidak mengunakan hp itu mempersulit mereka dan 1 lagi mengapa foto atau berkas yang ada di aplikasi ini tidak bisa di download baik itu k atau ktp jadi seperti tidak ada fungsinya kalau tidak bisa didownload karena masih tetap perlu berkas seperti k dan ktp dalam bentuk asli bukan maya seperti melamar kerja berobat dan lainya karena kebetulan ktp saya belum diperbarui malah disuruh mengunakan aplikasi useles ini,2,2024,1,3,-1
ini aplikasinya tidak bisa di buka semua gimn untuk mempermudah masyarakat wong aplikasinya kita mau buka ktp digital aja susahnya minta ampun malahan bacan belum terintegrasi apa coba ini aplikasi kalo belum siap jgn di publis lah,2,2023,12,28,-1
aplikasi ini cukup bagus hanya saja tolong sebelum diluncurkan ke publik untuk terlebih dahulu di matangkan agar benar2 bisa diakses oleh masyarakat dengan mudahaplikasi nya saya rasa masih mentah sehinga masih sulit untuk diaksesmenu nya pun masih dibatasitolong untuk lebih diperbaiki karena ini aplikasi tujuan nya untuk mempermudah masyarakat bukan malah untuk mempersuliterima kasih salam sehat selalu,1,2024,2,26,-1
gimana sih ktp suami ilang udah ke dukcapil minta di buatkan yang baru katanya gak ada blangko di arahkan untuk pake aplikasi ini buat bisa melihat ktp yang mana tetep bikin susah karena gak bisa di print apalagi di potokopi padahal kalau mau urus apa yang di butuhkan potokopi ktp dahlah gimana ini solusinya tolong,1,2024,1,21,-1
sebaiknya kalau sudah punya ktp tidak perlu harus datang ke lokasi karena sudah tercantum nomor nik hanya tingal verifikasi data saja seharusnya fungsi adanya aplikasi seharusnya memudahkan bukan mempersulit,2,2024,1,4,-1
aplikasinya ga bisa di bukaketerangan pada aplikasiterjadi kesalahan koneksipadahal koneksi amanbuat dowenload lancargimana iniparah udah seminguan aplikasi ga bisa di buka,1,2023,12,31,-1
menu dokumen sudah bisa terakses namun fitur bubuhkan pada kartu keluarga masih menampilkan eror terjadi kesalahan mohon diperbaiki ya,4,2024,1,14,1
pertama pemakaian lancar kesokan harinya dipake lagi malah terjadi kesalahan koneksi coba lagi wadehel bro koneksi gw lancar aja please lah sempurnain dulu aplikasinya baru di kasih ke penguna paling yagak di gubris komplain gwbjir lah,2,2024,2,26,-1
apapan ini jaringan selalu bermasalah udah 2 mingu jaringan bermasalah dokumen ga bisa ditampilkan ganti ktp di kelurahan jatinegara udah setahun belum jadi kirim blanko segera ktp udah ga bisa dipake,1,2023,12,5,-1
memang tujuanya bagus tapi kekuranganya harus kekantor dukcapil minta scan qr seharusnya bisa konfirmasi lewat media sosial kan lebih mudah praktis dan tidak mengangu rutinitas keseharian jarak tempuh masyarakat tidak semua dekat dan perhatikan bagi yang kerja di luar kota,3,2023,12,24,-1
aplikasi sangat buruk tidak pantas untuk di pakai sekelas pemerintahan loh bukanya mempermudah mlah mempersulit sudah pakai data seluler dan wifi rumahan masih tidak bisa di buka,1,2024,1,12,-1
pakai paket data indosat ngak bisa dibuka pakai telkomsel baru bisa ngak tau kalau pakai kartu selain 2 itu trus setelah terdaftar gak tau juga fungsinya apa karena masih banyak data yang kosong masih gak guna,1,2023,12,27,-1
aplikasi ini sangat membantu sekali tingal buka hpktp k kia akta kelahiran sudah tersedia kl ada yang loading pas buka dokumen coba masuk ke menu pelayanan ajukan pelayanan cetak k kl di menu pelayanan juga gak bs dibuka ke kantor dukcapil aja pasti dibantu terimakasih,5,2023,12,10,1
